Brand,Year,Configuration,Strings,Made in,Type,Body Shape,Body Material,Neck Profile,Neck Joint,Fretboard Material,Neck Material,Expensive Wood,Bridge Type,Bridge,Scale Size,Shape,Frets,Fretboard Radius,Stainless Steel Frets,Nut,Nut Width,Switch,Knobs,Volume Controls,Tone Controls,Bridge Pickup,Neck Pickup,Middle Pickup,Top Pickup Brand,Locking Tuners,Tremolo,Stays in Tune (Evertune),Luminescent Inlay,Compound Radius Fretboard,Price,Number of Frets,Pickups Power
Fender,2019.0,SS,6.0,Mexico,Solid Body,Telecaster,Alder,C,Bolt-On,Pau Ferro,Maple,False,Fixed,3-Saddle Vintage-Style Strings-Through-Body Tele with Chrome Barrel Saddles,"25.5""",60s C,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),4 Way,Dome,1.0,1.0,Fender Vintage-Style 60s Single-Coil Hot Tele (Single Coil / Passive),Fender Vintage-Style 60s Single-Coil Hot Tele (Single Coil / Passive),,True,False,False,False,False,False,913.716,21,Passive-Passive
Fender,2019.0,SH,6.0,Mexico,Solid Body,Telecaster,Alder,C,Bolt-On,Pau Ferro,Maple,False,Fixed,3-Saddle Vintage-Style Tele with Slotted Steel Saddles,"25.5""",Fender Thin C,Vintage,"7.25""",False,Synthetic Bone,42mm (1.654''),3 Way,Bell,2.0,2.0,Fender Vintage-Style 70s Single-Coil Tele (Single Coil / Passive),Fender Wide Range Humbucking (Humbucker / Passive),,True,False,False,False,False,False,913.664,21,Passive-Passive
Fender,2019.0,SSS,6.0,Mexico,Solid Body,Stratocaster,Alder,C,Bolt-On,Pau Ferro,Maple,False,Tremolo,6-Saddle Vintage-Style Synchronized Tremolo,"25.5""",Mid 60s C,Vintage Tall,"7.25""",False,Synthetic Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Vintage-Style 60s Single-Coil Hot Strat (Single Coil / Passive),Fender Vintage-Style 60s Single-Coil Hot Strat (Single Coil / Passive),Fender Vintage-Style 60s Single-Coil Hot Strat (Single Coil / Passive),True,False,True,False,False,False,868.3566666666666,21,Passive-Passive-Passive
Fender,2019.0,HH,6.0,Mexico,Solid Body,Telecaster,Alder,C,Bolt-On,Maple,Maple,False,Fixed,6-Saddle Strings-Through-Body Strat Hardtail with Bent Steel Saddles,"25.5""",Medium C,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),3 Way,Bell,2.0,2.0,Fender Wide Range Humbucking (Humbucker / Passive),Fender Wide Range Humbucking (Humbucker / Passive),,True,False,False,False,False,False,1088.3,21,Passive-Passive
ESP LTD,2021.0,HH,6.0,Indonesia,Solid Body,SG,Mahogany,U,Set,Jatoba,Mahogany,True,Fixed,TOM & Tailpiece,"24.75""",Thin U,XL Jumbo,"13.78""",False,Plastic,42mm (1.654''),3 Way,Dome,1.0,1.0,ESP Designed LH-150B (Humbucker / Passive),ESP Designed LH-150N (Humbucker / Passive),,False,False,False,False,False,False,464.842,24,Passive-Passive
Jackson,2019.0,HH,6.0,Indonesia,Solid Body,V,Mahogany,D,Neck-Through,Laurel,Maple,True,Fixed,Jackson TOM-Style Adjustable with Anchored Tailpiece,"24.75""",Speed,Jumbo,"12"" to 16""",False,Plastic,42.9mm (1.688''),3 Way,Dome,1.0,1.0,Duncan Designed HB-103B (Humbucker / Passive),Duncan Designed HB-103N (Humbucker / Passive),,False,False,False,False,False,True,664.015,22,Passive-Passive
Dean,2021.0,HH,6.0,India,Solid Body,Explorer,Mahogany,V,Set,Rosewood,Mahogany,True,Fixed,Tune-O-Matic (With Z Plate),"24.75""",V,Jumbo,"12""",False,Plastic,43mm (1.693''),3 Way,Speed,2.0,1.0,USA DMT Time Capsule (Humbucker / Passive),USA DMT Time Capsule (Humbucker / Passive),,True,False,False,False,False,False,625.36,22,Passive-Passive
Epiphone,2021.0,HH,6.0,China,Solid Body,Les Paul,Mahogany,C,Set,Laurel,Mahogany,True,Floyd Rose,Graph Tech Ghost Tremolo,"24.75""",Alex Lifeson,Medium Jumbo,"12""",False,Locking,42.9mm (1.688''),3 Way,Bell,3.0,1.0,Epiphone ProBucker 3 (Humbucker / Passive),Epiphone Ceramic Pro (Humbucker / Passive),,False,False,True,False,False,False,977.8525,22,Passive-Passive
Kramer,2018.0,HH,6.0,Indonesia,Solid Body,Les Paul,Mahogany,C,Set,Ebony,Mahogany,True,Floyd Rose,Floyd Rose Licenced Tremolo with locking nut,"25.5""",K-Speed SlimTaperTM C,Medium Jumbo,"14""",False,Locking,41.3mm (1.625''),3 Way,Dome,1.0,1.0,Alnico V humbucker (Humbucker / Passive),Alnico V humbucker (Humbucker / Passive),,False,False,True,False,False,False,347.1175,24,Passive-Passive
Epiphone,2021.0,HH,6.0,China,Semi-Hollow,ES,Maple,C,Set,Ebony,Maple,True,Fixed,Epiphone LockTone Tune-O-Matic,"24.75""",Rounded C,Medium Jumbo,"12""",False,Ivory Tusq,43mm (1.693''),3 Way,Speed,2.0,2.0,Alnico Classic PRO (Humbucker / Passive),Alnico Classic PRO (Humbucker / Passive),,False,False,False,False,False,False,817.418,22,Passive-Passive
Fender,2021.0,SS,6.0,Mexico,Solid Body,Telecaster,Spruce,Soft V to C,Bolt-On,Maple,Maple,False,Fixed,3-Saddle Vintage-Style Strings Through Body Tele with Compensated Brass Barrel Saddles,"25.5""",Enhanced V,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Custom Brad Paisley Spec Vintage-Style Telecaster (Single Coil / Passive),Seymour Duncan Custom Shop Brad Paisley Secret Agent (Single Coil / Passive),,True,False,False,False,False,False,1294.996,21,Passive-Passive
Fender,2017.0,SS,6.0,Mexico,Solid Body,Telecaster,Spruce,Soft V to C,Bolt-On,Maple,Maple,False,Fixed,3-Saddle Vintage-Style Strings Through Body Tele with Compensated Brass Barrel Saddles,"25.5""",Enhanced V,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Fender Custom Brad Paisley Spec Vintage-Style Telecaster (Single Coil / Passive),Fender Custom Shop Twisted Single-Coil Tele (Single Coil / Passive),,True,False,False,False,False,False,1260.174,21,Passive-Passive
Fender,2002.0,SSS,6.0,Mexico,Solid Body,Stratocaster,Alder,V,Bolt-On,Maple,Maple,False,Tremolo,6-Saddle Vintage-Style Synchronized Tremolo,"25.5""",Fender Soft V,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Standard Single-Coil Strat (Single Coil / Passive),Fender Standard Single-Coil Strat (Single Coil / Passive),Fender Standard Single-Coil Strat (Single Coil / Passive),True,False,True,False,False,False,963.0875,21,Passive-Passive-Passive
Schecter,2015.0,HH,6.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Rosewood,Maple,True,Fixed,Tune-O-Matic w/ String Thru Body,"25.5""",Thin C,XL Jumbo,"14""",False,Graphite,42mm (1.654''),3 Way,Dome,1.0,1.0,Schecter Diamond Plus (Humbucker / Passive),Schecter Diamond Plus (Humbucker / Passive),,False,False,False,False,False,False,270.4,24,Passive-Passive
Schecter,2015.0,HH,6.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Rosewood,Maple,True,Fixed,Tune-O-Matic w/ String Thru Body,"25.5""",Thin C,XL Jumbo,"14""",False,Graphite,42mm (1.654''),3 Way,Dome,1.0,1.0,Schecter Diamond Plus (Humbucker / Passive),Schecter Diamond Plus (Humbucker / Passive),,False,False,False,False,False,False,326.71500000000003,24,Passive-Passive
Dean,2021.0,HH,6.0,India,Solid Body,Offset,Mahogany,C,Bolt-On,Rosewood,Maple,True,Floyd Rose,Floyd Rose FR20,"24.75""",C,Jumbo,"12""",False,Locking,43mm (1.693''),3 Way,Speed,2.0,2.0,DMT Design (Humbucker / Passive),DMT Design (Humbucker / Passive),,False,False,True,False,False,False,415.2175,22,Passive-Passive
Fender Squier,2019.0,SSS,6.0,Indonesia,Solid Body,Stratocaster,Pine,C,Bolt-On,Maple,Maple,False,Tremolo,6-Saddle Vintage-Style Synchronized Tremolo,"25.5""",Modern C,Narrow Tall,"9.5""",False,Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),False,False,True,False,False,False,356.092,21,Passive-Passive-Passive
Fender Squier,2019.0,SS,6.0,Indonesia,Solid Body,Telecaster,Pine,C,Bolt-On,Maple,Maple,False,Fixed,3-Saddle Vintage-Style Strings-Through-Body Tele with Chrome Barrel Saddles,"25.5""",Modern C,Narrow Tall,"9.5""",False,Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),,False,False,False,False,False,False,375.23,21,Passive-Passive
Fender Squier,2019.0,SS,6.0,Indonesia,Solid Body,Telecaster,Nyatoh,C,Bolt-On,Laurel,Maple,False,Fixed,3-Saddle Vintage-Style Strings-Through-Body Tele with Chrome Barrel Saddles,"25.5""",Modern C,Narrow Tall,"9.5""",False,Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),,False,False,False,False,False,False,405.195,21,Passive-Passive
Fender Squier,2019.0,SSS,6.0,Indonesia,Solid Body,Stratocaster,Nyatoh,C,Bolt-On,Laurel,Maple,False,Tremolo,6-Saddle Vintage-Style Synchronized Tremolo,"25.5""",Modern C,Narrow Tall,"9.5""",False,Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),False,False,True,False,False,False,375.418,21,Passive-Passive-Passive
Fender Squier,2019.0,SS,6.0,Indonesia,Semi-Hollow,Telecaster,Nyatoh,C,Bolt-On,Maple,Maple,False,Fixed,3-Saddle Vintage-Style Strings-Through-Body Tele with Chrome Barrel Saddles,"25.5""",Modern C,Narrow Tall,"9.5""",False,Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),,False,False,False,False,False,False,386.1716666666666,21,Passive-Passive
Fender Squier,2019.0,SSS,6.0,Indonesia,Solid Body,Stratocaster,Poplar,C,Bolt-On,Laurel,Maple,False,Tremolo,6-Saddle Vintage-Style Synchronized Tremolo,"25.5""",Modern C,Narrow Tall,"9.5""",False,Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),False,False,True,False,False,False,317.45000000000005,21,Passive-Passive-Passive
Fender Squier,2019.0,HSS,6.0,Indonesia,Solid Body,Stratocaster,Poplar,C,Bolt-On,Laurel,Maple,False,Tremolo,6-Saddle Vintage-Style Synchronized Tremolo,"25.5""",Modern C,Narrow Tall,"9.5""",False,Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Designed Alnico Humbucking (Humbucker / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),False,False,True,False,False,False,342.172,21,Passive-Passive-Passive
Fender Squier,2019.0,SH,6.0,Indonesia,Solid Body,Telecaster,Poplar,C,Bolt-On,Maple,Maple,False,Fixed,3-Saddle Vintage-Style Strings-Through-Body Tele with Chrome Barrel Saddles,"25.5""",Modern C,Narrow Tall,"9.5""",False,Bone,42mm (1.654''),3 Way,Dome,2.0,2.0,Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Wide Range Humbucking (Humbucker / Passive),,False,False,False,False,False,False,317.45000000000005,21,Passive-Passive
Fender Squier,2019.0,HH,6.0,Indonesia,Solid Body,Telecaster,Poplar,C,Bolt-On,Maple,Maple,False,Fixed,6-Saddle String-Through-Body Tele with Bent Steel Saddles,"25.5""",Modern C,Narrow Tall,"9.5""",False,Bone,42mm (1.654''),3 Way,Dome,2.0,2.0,Fender Designed Wide Range Humbucking (Humbucker / Passive),Fender Designed Wide Range Humbucking (Humbucker / Passive),,False,False,False,False,False,False,369.17,21,Passive-Passive
Fender Squier,2018.0,HH,6.0,Indonesia,Semi-Hollow,Telecaster,Maple,C,Bolt-On,Maple,Maple,False,Fixed,6-Saddle Vintage-Style Strat Strings-Through-Body Hardtail,"25.5""",Modern C,Narrow Tall,"9.5""",False,Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Fender Designed Wide Range Humbucking (Humbucker / Passive),Fender Designed Wide Range Humbucking (Humbucker / Passive),,False,False,False,False,False,False,372.812,21,Passive-Passive
Fender Squier,2019.0,HH,6.0,Indonesia,Semi-Hollow,Double Cut,Maple,C,Bolt-On,Maple,Maple,False,Fixed,6-Saddle Adjustable Bridge Fixed,"25.5""",Modern C,Narrow Tall,"9.5""",False,Bone,42mm (1.654''),3 Way,Bell,2.0,2.0,Fender Wide Range Humbucking (Humbucker / Passive),Fender Wide Range Humbucking (Humbucker / Passive),,True,False,False,False,False,False,380.7425,22,Passive-Passive
Fender Squier,2021.0,HH,6.0,China,Solid Body,Stratocaster,Poplar,C,Bolt-On,Maple,Maple,False,Floyd Rose,Floyd Rose by Floyd Rose Double Locking Tremolo,"25.5""",Modern C,Jumbo,"12""",False,Locking,42.9mm (1.688''),5 Way,Bell,1.0,1.0,Squier SQR Atomic Humbucking (Humbucker / Passive),Squier SQR Atomic Humbucking (Humbucker / Passive),,False,False,True,False,False,False,402.322,22,Passive-Passive
Harley Benton,2017.0,HH,6.0,Vietnam,Solid Body,Double Cut,Mahogany,C,Set,Jatoba,Mahogany,True,Fixed,Harley Benton,"25""",Harley Benton C,Medium Jumbo,"13.78""",False,Graphite,42mm (1.654''),3 Way,Dome,1.0,1.0,Roswell HAF Alnico-5 (Humbucker / Passive),Roswell HAF Alnico-5 (Humbucker / Passive),,True,False,False,False,False,False,235.65,24,Passive-Passive
Harley Benton,2015.0,HH,6.0,Vietnam,Semi-Hollow,Double Cut,Mahogany,C,Set,Jatoba,Mahogany,True,Fixed,Harley Benton,"25""",Harley Benton C,Medium,"13.78""",False,Plastic,42mm (1.654''),3 Way,Dome,1.0,1.0,Roswell LAF Alnico-5 (Humbucker / Passive),Roswell LAF Alnico-5 (Humbucker / Passive),,True,False,False,False,False,False,293.81333333333333,24,Passive-Passive
Sterling,2021.0,HSS,6.0,Indonesia,Solid Body,Stratocaster,Poplar,C,Bolt-On,Rosewood,Maple,True,Tremolo,Vintage Tremolo,"25.5""",Cutlass,Medium,"12""",False,Compensated,41.9mm (1.65''),5 Way,Bell,1.0,1.0,Sterling Humbucker (Humbucker / Passive),Sterling Single Coil (Single Coil / Passive),Sterling Single Coil (Single Coil / Passive),False,True,True,False,False,False,480.64,22,Passive-Passive-Passive
Sterling,2021.0,SSS,6.0,Indonesia,Solid Body,Stratocaster,Poplar,C,Bolt-On,Rosewood,Maple,True,Tremolo,Vintage Tremolo,"25.5""",Cutlass,Medium,"12""",False,Compensated,41.9mm (1.65''),5 Way,Bell,1.0,1.0,Sterling Single Coil (Single Coil / Passive),Sterling Single Coil (Single Coil / Passive),Sterling Single Coil (Single Coil / Passive),False,True,True,False,False,False,436.6566666666667,22,Passive-Passive-Passive
Schecter,2015.0,HH,7.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Wenge,Maple,False,Fixed,Tune-O-Matic w/ String Thru Body,"26.5""",Thin C,XL Jumbo,"16""",False,Black Tusq XL,48mm (1.89''),3 Way,Dome,1.0,1.0,Schecter Diamond Active HB-105S (Humbucker / Active),Schecter Diamond Active HB-105S (Humbucker / Active),,False,False,False,False,False,False,438.3666666666666,24,Active-Active
Schecter,2015.0,HH,8.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Wenge,Maple,False,Fixed,Schecter Custom Hardtail w/ String Thru Body,"28""",Thin C,XL Jumbo,"16""",False,Black Tusq XL,54mm (2.126''),3 Way,Dome,1.0,1.0,Schecter Diamond Active HB-105S (Humbucker / Active),Schecter Diamond Active HB-105S (Humbucker / Active),,False,False,False,False,False,False,668.3933333333333,24,Active-Active
ESP LTD,2017.0,HH,6.0,Indonesia,Solid Body,Les Paul,Mahogany,U,Set,Jatoba,Mahogany,True,Fixed,TOM & Tailpiece,"24.75""",Thin U,XL Jumbo,"13.78""",False,Plastic,42mm (1.654''),3 Way,Speed,2.0,1.0,ESP Designed LH-150B (Humbucker / Passive),ESP Designed LH-150N (Humbucker / Passive),,False,False,False,False,False,False,431.698,22,Passive-Passive
ESP LTD,2020.0,HH,6.0,Indonesia,Solid Body,Les Paul,Mahogany,U,Set,Jatoba,Mahogany,True,Fixed,TOM & Tailpiece,"24.75""",Thin U,XL Jumbo,"13.78""",False,Plastic,42mm (1.654''),3 Way,Speed,2.0,1.0,ESP Designed LH-150B (Humbucker / Passive),ESP Designed LH-150N (Humbucker / Passive),,False,False,False,False,False,False,434.758,22,Passive-Passive
Epiphone,2020.0,HH,6.0,China,Solid Body,Firebird,Mahogany,C,Neck-Through,Laurel,Mahogany,True,Fixed,Epiphone LockTone Tune-O-Matic,"24.75""",Slim Taper,Medium Jumbo,"12""",False,NuBone,43mm (1.693''),3 Way,Bell,2.0,2.0,Epiphone ProBucker FB720 (Humbucker / Passive),Epiphone ProBucker FB720 (Humbucker / Passive),,False,False,False,False,False,False,583.486,22,Passive-Passive
Gretsch,2021.0,HH,6.0,Indonesia,Hollowbody,Single Cut,Maple,U,Set,Laurel,Nato,False,Bigsby Tremolo,Bigsby B60,"24.75""",Thin U,Medium Jumbo,"12""",False,Synthetic Bone,42.9mm (1.688''),3 Way,Speed,3.0,1.0,Gretsch Broad'Tron BT-2S (Humbucker / Passive),Gretsch Broad'Tron BT-2S (Humbucker / Passive),,True,False,True,False,False,False,488.774,22,Passive-Passive
Gretsch,2019.0,HH,6.0,Indonesia,Hollowbody,Single Cut,Maple,U,Set,Laurel,Nato,False,Fixed,Chromatic II,"24.75""",Thin U,Medium Jumbo,"12""",False,Synthetic Bone,42.9mm (1.688''),3 Way,Speed,3.0,1.0,Gretsch Broad'Tron BT-2S (Humbucker / Passive),Gretsch Broad'Tron BT-2S (Humbucker / Passive),,True,False,False,False,False,False,399.92333333333335,22,Passive-Passive
Gretsch,2021.0,HH,6.0,Indonesia,Hollowbody,ES,Maple,U,Set,Laurel,Nato,False,Bigsby Tremolo,Bigsby B60,"24.75""",Thin U,Medium Jumbo,"12""",False,Synthetic Bone,42.9mm (1.688''),3 Way,Speed,3.0,1.0,Gretsch Broad'Tron BT-2S (Humbucker / Passive),Gretsch Broad'Tron BT-2S (Humbucker / Passive),,True,False,True,False,False,False,467.254,22,Passive-Passive
Gretsch,2020.0,HH,6.0,South Korea,Hollowbody,Single Cut,Maple,U,Set,Rosewood,Maple,True,Bigsby Tremolo,Bigsby Licensed B60 Vibrato Tailpiece,"24.6""",Standard U,Medium Jumbo,"12""",False,NuBone,42.9mm (1.688''),3 Way,Speed,3.0,1.0,Gretsch Black Top Filter'Tron (Humbucker / Passive),Gretsch Black Top Filter'Tron (Humbucker / Passive),,True,False,True,False,False,False,710.774,22,Passive-Passive
Gretsch,2022.0,HH,12.0,South Korea,Hollowbody,ES,Maple,U,Set,Rosewood,Maple,True,Fixed,Gretsch G-Cutout Tailpiece,"24.75""",Standard U,Medium Jumbo,"12""",False,Ivory Tusq,45mm (1.77''),3 Way,Speed,2.0,1.0,Gretsch Black Top Filter'Tron (Humbucker / Passive),Gretsch Black Top Filter'Tron (Humbucker / Passive),,True,False,False,False,False,False,890.5319999999999,22,Passive-Passive
Gretsch,2016.0,HH,6.0,South Korea,Hollowbody,ES,Maple,U,Set,Rosewood,Maple,True,Bigsby Tremolo,Bigsby Licensed B60 Vibrato Tailpiece,"24.6""",U Shape,Medium Jumbo,"12.6""",False,NuBone,42.9mm (1.688''),3 Way,Speed,2.0,1.0,Gretsch Black Top Filter'Tron (Humbucker / Passive),Gretsch Black Top Filter'Tron (Humbucker / Passive),,True,False,True,False,False,False,731.3775,22,Passive-Passive
Gretsch,2016.0,HH,6.0,China,Hollowbody,ES,Maple,U,Set,Rosewood,Maple,True,Bigsby Tremolo,Bigsby Licensed B60 Vibrato Tailpiece,"24.6""",Standard U,Medium Jumbo,"12""",False,Ivory Tusq,42.9mm (1.688''),3 Way,Speed,2.0,1.0,Gretsch Black Top Filter'Tron (Humbucker / Passive),Gretsch Black Top Filter'Tron (Humbucker / Passive),,True,False,True,False,False,False,815.792,22,Passive-Passive
Gretsch,2022.0,HH,6.0,China,Hollowbody,ES,Maple,C,Set,Laurel,Maple,False,Bigsby Tremolo,Bigsby B60,"24.6""",Classic C,Medium Jumbo,"12""",False,NuBone,42.9mm (1.688''),3 Way,Speed,3.0,1.0,Gretsch FT-5E Filter’Tron (Humbucker / Passive),Gretsch FT-5E Filter’Tron (Humbucker / Passive),,True,False,True,False,False,False,782.24,22,Passive-Passive
Fender,2020.0,SSS,6.0,Mexico,Solid Body,Stratocaster,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,6-Saddle Vintage-Style Synchronized Tremolo,"25.5""",Mid 60s C,Vintage Tall,"9.5""",False,Synthetic Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Vintage Noiseless Single-Coil Strat (Single Coil / Passive),Fender Vintage Noiseless Single-Coil Strat (Single Coil / Passive),Fender Vintage Noiseless Single-Coil Strat (Single Coil / Passive),True,False,True,False,False,False,1069.065,21,Passive-Passive-Passive
Fender,2015.0,SSS,6.0,Mexico,Solid Body,Stratocaster,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,6-Saddle Vintage-Style Synchronized Tremolo,"25.5""",Modern C,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Pure Vintage 65 Gray-Bottom Single-Coil Strat (Single Coil / Passive),Fender Pure Vintage 65 Gray-Bottom Single-Coil Strat (Single Coil / Passive),Fender Pure Vintage 65 Gray-Bottom Single-Coil Strat (Single Coil / Passive),True,False,True,False,False,False,972.368,21,Passive-Passive-Passive
Fender,1997.0,SSS,6.0,Mexico,Solid Body,Stratocaster,Alder,V,Bolt-On,Maple,Maple,False,Tremolo,6-Saddle American Vintage Synchronized Tremolo,"25.5""",Fender Soft V,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Tex-Mex (Single Coil / Passive),Fender Tex-Mex (Single Coil / Passive),Fender Tex-Mex (Single Coil / Passive),True,False,True,False,False,False,878.0875,21,Passive-Passive-Passive
ESP LTD,2020.0,HH,8.0,Indonesia,Solid Body,Super Strat,Mahogany,U,Bolt-On,Jatoba,Maple,True,Fixed,LTD Fixed Bridge w/ string thru,"27""",Thin U,XL Jumbo,"15.748""",False,Plastic,54mm (2.126''),3 Way,Bell,1.0,1.0,ESP Designed LH-308B (Humbucker / Passive),ESP Designed LH-308N (Humbucker / Passive),,False,False,False,False,False,False,590.9449999999999,24,Passive-Passive
Sire,2020.0,HH,6.0,Indonesia,Solid Body,Les Paul,Mahogany,C,Set,Ebony,Mahogany,True,Fixed,Sire Modern Tune-O-Matic & Aluminium Stop Tail Piece,"24.75""",C-Shape,Medium Jumbo,"12""",False,Bone,43mm (1.693''),3 Way,Speed,2.0,2.0,Larry Carlton Modern Humbucker (Humbucker / Passive),Larry Carlton Modern Humbucker (Humbucker / Passive),,False,True,False,False,False,False,484.808,22,Passive-Passive
Epiphone,2020.0,HH,6.0,China,Solid Body,Les Paul,Mahogany,C,Set,Laurel,Mahogany,True,Fixed,LockTone Tune-O-Matic,"24.75""",Slim Taper,Medium Jumbo,"12""",False,Ivory Tusq,43mm (1.693''),3 Way,Bell,2.0,2.0,Alnico Classic PRO (Humbucker / Passive),Alnico Classic PRO (Humbucker / Passive),,False,False,False,False,False,False,490.562,22,Passive-Passive
Gibson,2019.0,P90,6.0,United States,Solid Body,Les Paul,Mahogany,V,Set,Rosewood,Mahogany,True,Fixed,Wraparound,"24.75""",Vintage 50s,Medium Jumbo,"12""",False,Ivory Tusq,43mm (1.693''),0 Way,Bell,1.0,1.0,Gibson P-90 Dog Ear (P90 / Passive),,,True,False,False,False,False,False,1169.7933333333333,22,Passive
Epiphone,2020.0,HH,6.0,China,Solid Body,Les Paul,Mahogany,C,Set,Laurel,Mahogany,True,Fixed,LockTone Tune-O-Matic,"24.75""",Custom C,Medium Jumbo,"12""",False,NuBone,43mm (1.693''),3 Way,Speed,2.0,2.0,Alnico Classic PRO (Humbucker / Passive),Alnico Classic PRO (Humbucker / Passive),,False,False,False,False,False,False,434.764,22,Passive-Passive
Dean,2021.0,HH,6.0,India,Solid Body,Offset,Mahogany,C,Bolt-On,Rosewood,Maple,True,Floyd Rose,Floyd Rose FR20,"24.75""",C,Jumbo,"12""",False,Locking,43mm (1.693''),3 Way,Speed,2.0,1.0,DMT Design (Humbucker / Passive),DMT Design (Humbucker / Passive),,False,False,True,False,False,False,364.33,22,Passive-Passive
Harley Benton,2022.0,P90P90,6.0,Indonesia,Solid Body,Double Cut,Basswood,C,Bolt-On,Jatoba,Maple,False,Fixed,Fixed,"25.5""",Harley Benton C,Medium,"12""",False,Graphite,42mm (1.654''),3 Way,Speed,1.0,1.0,Artec P-90 (Single Coil / Passive),Artec P-90 (Single Coil / Passive),,True,False,False,False,False,False,235.62,22,Passive-Passive
Harley Benton,2022.0,P90P90,6.0,Indonesia,Solid Body,Double Cut,Basswood,C,Bolt-On,Jatoba,Maple,False,Fixed,Fixed,"27""",Harley Benton C,Medium,"12""",False,Graphite,42mm (1.654''),3 Way,Speed,1.0,1.0,Artec P-90 (Single Coil / Passive),Artec P-90 (Single Coil / Passive),,True,False,False,False,False,False,233.58,22,Passive-Passive
Harley Benton,2015.0,SS,6.0,Indonesia,Solid Body,Mustang,Basswood,C,Bolt-On,Purpleheart,Maple,False,Tremolo,Tune-O-Matic And Dlx Tremolo,"24""",Harley Benton C,Medium Jumbo,"13.78""",False,Graphite,41mm (1.614''),3 Way,Dome,1.0,1.0,Roswell STA Alnico 5 Vintage Style (Single Coil / Passive),Roswell STA Alnico 5 Vintage Style (Single Coil / Passive),,True,False,True,False,False,False,260.475,22,Passive-Passive
Fender,2021.0,P90P90P90,6.0,Mexico,Solid Body,Jazzmaster,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Adjusto-Matic™ Bridge with Vintage Style Floating Tremolo Tailpiece,"25.5""",Modern C,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),5 Way,Bell,1.0,1.0,Fender Noventa Single-Coil (Single Coil / Passive),Fender Noventa Single-Coil (Single Coil / Passive),Fender Noventa Single-Coil (Single Coil / Passive),True,False,True,False,False,False,854.4475,21,Passive-Passive-Passive
Schecter,2008.0,HH,8.0,Indonesia,Solid Body,Super Strat,Basswood,C,Bolt-On,Rosewood,Maple,True,Fixed,Schecter Custom Hardtail w/ String Thru Body,"26.5""",Thin C,XL Jumbo,"16""",False,Black Tusq XL,54mm (2.126''),3 Way,Dome,1.0,1.0,Schecter Diamond Plus (Humbucker / Passive),Schecter Diamond Plus (Humbucker / Passive),,False,False,False,False,False,False,495.64400000000006,24,Passive-Passive
